name,year,fuel,transmission,registration_location,color,assembly,body_type,price_pkr,mileage_km,engine_cc,battery_kwh,feature_count,brand,model,vehicle_age
Daihatsu Move Custom X Limited 2013,2013,Petrol,Automatic,Islamabad,Red,Imported,Hatchback,1980000.0,74000.0,660.0,,15,Daihatsu,Move,12
JAC T9 Hunter 2025,2025,Diesel,Automatic,Un-Registered,Black,Local,Pick Up,11200000.000000002,100.0,2000.0,,15,JAC,T9,0
Suzuki Alto 2017,2017,Petrol,Automatic,Lahore,White,Imported,Unknown,2350000.0,80000.0,660.0,,1,Suzuki,Alto,8
Suzuki Jimny 1988,1988,Petrol,Manual,Lahore,Green,Imported,Unknown,1500000.0,285850.0,1300.0,,3,Suzuki,Jimny,37
Daihatsu Move Custom X VS Smart Selection  2017,2017,Petrol,Automatic,Abbottabad,Dark Blue,Local,Hatchback,2250000.0,40000.0,658.0,,11,Daihatsu,Move,8
Hyundai Santro Club 2005,2005,Petrol,Manual,Punjab,Silver,Local,Hatchback,1350000.0,167000.0,1000.0,,2,Hyundai,Santro,20
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2011,2011,Petrol,Automatic,Lahore,Taffeta White,Local,Sedan,2950000.0,160000.0,1800.0,,14,Honda,Civic,14
Toyota 86 1986,1986,Petrol,Manual,Rahim Yar Khan,White,Imported,Unknown,690000.0,100000.0,1300.0,,0,Toyota,86,39
Nissan Clipper G Four 2018,2018,Petrol,Automatic,Lahore,White,Imported,Mini Van,1300000.0,127000.0,660.0,,12,Nissan,Clipper,7
Toyota Land Cruiser AX G Selection 2010,2010,Petrol,Automatic,Islamabad,White,Imported,SUV,19500000.0,189000.0,4600.0,,16,Toyota,Land,15
Audi A6 3.0 TFSI quattro 2017,2017,Petrol,Automatic,Islamabad,White,Imported,Sedan,16500000.0,40000.0,3000.0,,21,Audi,A6,8
Mitsubishi Lancer GLX 1.3 2006,2006,Petrol,Manual,Islamabad,White,Local,Sedan,2000000.0,118000.0,1300.0,,11,Mitsubishi,Lancer,19
Suzuki Swift 2018,2018,Petrol,Manual,Karachi,White,Local,Unknown,2300000.0,77000.0,1300.0,,0,Suzuki,Swift,7
Suzuki Cultus VXR 2006,2006,Petrol,Manual,Sindh,Silver,Local,Hatchback,785000.0,156000.0,1000.0,,4,Suzuki,Cultus,19
Daihatsu Cuore CX Automatic 2007,2007,Petrol,Automatic,Lahore,Silver,Local,Hatchback,1050000.0,170000.0,800.0,,4,Daihatsu,Cuore,18
Suzuki Mehran VX Euro II 2013,2013,Petrol,Manual,Karachi,Blue,Local,Hatchback,800000.0,85000.0,796.0,,6,Suzuki,Mehran,12
Daihatsu Cuore CL 2008,2008,Petrol,Manual,Lahore,Bronze,Local,Hatchback,985000.0,97000.0,800.0,,1,Daihatsu,Cuore,17
KIA Classic LX 2003,2003,CNG,Manual,Punjab,White,Imported,Compact sedan,550000.0,150000.0,1323.0,,7,KIA,Classic,22
Mitsubishi Ek Wagon M e-Assist 2018,2018,Petrol,Automatic,Abbottabad,Mica Black,Imported,Hatchback,2600000.0,60000.0,660.0,,8,Mitsubishi,Ek,7
Toyota Corolla GLi 1.3 VVTi 2009,2009,Petrol,Manual,Lahore,Bluish Silver Metallic,Local,Sedan,2350000.0,185000.0,1300.0,,9,Toyota,Corolla,16
Toyota Corolla XLi VVTi 2010,2010,Petrol,Manual,Sindh,White,Local,Sedan,1889999.9999999998,170000.0,1300.0,,3,Toyota,Corolla,15
Hyundai Santro Plus 2000,2000,Petrol,Manual,Sindh,White,Local,Hatchback,750000.0,111111.0,1000.0,,11,Hyundai,Santro,25
Toyota Corolla GLi Automatic 1.3 VVTi 2017,2017,Petrol,Automatic,Lahore,White,Local,Sedan,4250000.0,145000.0,1300.0,,11,Toyota,Corolla,8
Nissan Sunny EX Saloon Automatic 1.6 1989,1989,Petrol,Automatic,Sindh,White,Imported,Sedan,950000.0,150000.0,1600.0,,9,Nissan,Sunny,36
Honda City 1.3 i-VTEC Prosmatec 2009,2009,Petrol,Automatic,Lahore,White,Local,Sedan,2300000.0,170000.0,1300.0,,11,Honda,City,16
FAW X-PV Dual AC 2019,2019,Petrol,Manual,Islamabad,Grey,Local,Mini Van,1450000.0,100000.0,1000.0,,2,FAW,X-PV,6
Toyota Corolla GLi 1.3 VVTi 2016,2016,Petrol,Manual,Lahore,Black,Imported,Sedan,3775000.0,70000.0,1300.0,,15,Toyota,Corolla,9
Suzuki Alto Lapin G 2022,2022,Petrol,Automatic,Un-Registered,Beige,Imported,Hatchback,3500000.0,44000.0,660.0,,21,Suzuki,Alto,3
Toyota Hilux Double Cab 1993,1993,Petrol,Automatic,Lahore,Black,Imported,SUV,2400000.0,110000.0,2400.0,,3,Toyota,Hilux,32
Toyota Land Cruiser 2007,2007,Diesel,Automatic,Sindh,Black,Imported,Unknown,12400000.0,162000.0,4200.0,,12,Toyota,Land,18
BMW 7 Series 735i 2004,2004,Petrol,Automatic,Punjab,Silver,Imported,Sedan,3900000.0,195000.0,3600.0,,13,BMW,7,21
Toyota Corolla GLi 1.3 VVTi 2017,2017,Petrol,Manual,Karachi,White,Local,Sedan,3650000.0,171300.0,1300.0,,12,Toyota,Corolla,8
MG HS Trophy 2021,2021,Petrol,Automatic,Punjab,Pearl White Metallic,Local,Crossover,6600000.0,45169.0,1500.0,,15,MG,HS,4
Toyota Corolla GLi 1.3 VVTi 2009,2009,Petrol,Manual,Lahore,Black,Local,Sedan,2390000.0,100.0,1300.0,,10,Toyota,Corolla,16
Honda City i-DSI 2006,2006,Petrol,Manual,Lahore,Metallic Grey,Local,Sedan,2700000.0,16230.0,1300.0,,7,Honda,City,19
Suzuki Swift DLX 1.3 Navigation  2017,2017,Petrol,Manual,Islamabad,Solid White,Local,Hatchback,2500000.0,127000.0,1300.0,,14,Suzuki,Swift,8
Toyota Corolla XLi VVTi 2010,2010,Petrol,Manual,Karachi,White,Local,Sedan,2130000.0,152000.0,1300.0,,3,Toyota,Corolla,15
Honda N One Premium 2013,2013,Petrol,Automatic,Punjab,Black,Imported,Hatchback,2350000.0,168000.0,660.0,,13,Honda,N,12
Honda Civic 1.8 i-VTEC CVT 2021,2021,Petrol,Automatic,Punjab,Rallye Red,Local,Sedan,6650000.0,65000.0,1800.0,,23,Honda,Civic,4
Suzuki Mehran VXR 2004,2004,Petrol,Manual,Punjab,Snow White Pearl,Local,Hatchback,600000.0,126000.0,800.0,,1,Suzuki,Mehran,21
Toyota Passo 2016,2016,Petrol,Automatic,Islamabad,Silver,Imported,Unknown,3550000.0,83000.0,1000.0,,9,Toyota,Passo,9
Toyota Corolla GLi 1.3 VVTi 2016,2016,Petrol,Manual,Karachi,Silver Metallic,Local,Sedan,3650000.0,218000.0,1300.0,,12,Toyota,Corolla,9
Toyota Pixis Epoch D 2017,2017,Petrol,Automatic,Punjab,Silver,Imported,Hatchback,1950000.0,129699.0,660.0,,13,Toyota,Pixis,8
Suzuki Swift DLX 1.3 2010,2010,Petrol,Manual,Karachi,Red,Local,Hatchback,1725000.0,65000.0,1300.0,,12,Suzuki,Swift,15
Honda Accord 2004,2004,Petrol,Manual,Islamabad,Silver,Imported,Unknown,3400000.0,124000.0,2400.0,,13,Honda,Accord,21
Toyota Corolla Altis Grande CVT-i 1.8 2020,2020,Petrol,Automatic,Islamabad,White,Local,Sedan,6500000.0,72000.0,1800.0,,15,Toyota,Corolla,5
BMW X2 sDrive18i 2019,2019,Petrol,Automatic,Punjab,White,Imported,Crossover,11800000.0,96500.0,1500.0,,16,BMW,X2,6
Toyota Coaster 1996,1996,Diesel,Manual,Lahore,Green,Imported,Unknown,11500000.0,595959.0,4000.0,,6,Toyota,Coaster,29
Daihatsu Cuore 2009,2009,Petrol,Manual,Punjab,Silver,Local,Unknown,1115000.0,38032.0,800.0,,0,Daihatsu,Cuore,16
Toyota Corolla XLi 2006,2006,Petrol,Manual,Islamabad,Super White,Local,Sedan,1895000.0,10000.0,1300.0,,9,Toyota,Corolla,19
Haval Jolion 2024,2024,Hybrid,Automatic,Punjab,White,Local,Unknown,9250000.0,22000.0,1500.0,,1,Haval,Jolion,1
Toyota Corolla 2.0D Saloon 2003,2003,Diesel,Manual,Sindh,white,Local,Sedan,2000000.0,130000.0,2000.0,,16,Toyota,Corolla,22
Datsun 120 Y Y 1.2 1979,1979,Petrol,Manual,Karachi,White,Imported,Sedan,580000.0,100000.0,1200.0,,1,Datsun,120,46
Suzuki Bolan GL 2006,2006,Petrol,Manual,Sindh,White,Local,Micro Van,580000.0,62000.0,800.0,,1,Suzuki,Bolan,19
Suzuki Khyber GA 1993,1993,Petrol,Manual,Lahore,White,Local,Hatchback,400000.0,96000.0,1000.0,,4,Suzuki,Khyber,32
Toyota Corolla XLi 2005,2005,Petrol,Manual,Lahore,Super White,Local,Sedan,1700000.0,120000.0,1300.0,,9,Toyota,Corolla,20
Suzuki Bolan VX Euro II 2018,2018,Petrol,Manual,Rawalpindi,White,Local,Van,1575000.0,91871.0,800.0,,2,Suzuki,Bolan,7
Haval H6 HEV 2025,2025,Hybrid,Automatic,Un-Registered,Grey,Local,SUV,12300000.0,30.0,1500.0,,13,Haval,H6,0
Toyota Vitz FL 1.0 1999,1999,Petrol,Automatic,Rawalpindi,Green,Imported,Hatchback,1550000.0,10000.0,1000.0,,12,Toyota,Vitz,26
Toyota Yaris Sedan ATIV X CVT 1.5 2021,2021,Petrol,Automatic,Islamabad,Super White,Local,Sedan,4650000.0,58000.0,1500.0,,20,Toyota,Yaris,4
Honda City i-DSI 2006,2006,Petrol,Manual,Karachi,Burgundy,Imported,Sedan,1900000.0,161000.0,1300.0,,10,Honda,City,19
Toyota Corolla Altis Grande CVT-i 1.8 2020,2020,Petrol,Automatic,Lahore,White,Local,Sedan,6200000.0,34000.0,1800.0,,15,Toyota,Corolla,5
Suzuki Alto Lapin G 2006,2006,Petrol,Automatic,Lahore,Aromatic Aqua Metallic,Imported,Hatchback,1500000.0,163000.0,660.0,,12,Suzuki,Alto,19
Daihatsu Hijet Cruise 2021,2021,Petrol,Automatic,Un-Registered,Silver,Imported,Mini Van,2600000.0,80000.0,660.0,,11,Daihatsu,Hijet,4
Suzuki Mehran VX 1999,1999,Petrol,Manual,Sindh,Red,Local,Hatchback,330000.0,100.0,800.0,,0,Suzuki,Mehran,26
Honda City 1.3 i-VTEC 2014,2014,Petrol,Manual,Karachi,Ralley Red,Local,Sedan,2875000.0,62300.0,1300.0,,11,Honda,City,11
Toyota Prado TX Limited 2.7 2010,2010,Petrol,Automatic,Sindh,White,Imported,SUV,12600000.0,132152.0,2700.0,,13,Toyota,Prado,15
Suzuki Khyber GA 1992,1992,Petrol,Manual,Islamabad,White,Local,Hatchback,530000.0,100000.0,1000.0,,3,Suzuki,Khyber,33
Suzuki Ravi 1988,1988,Petrol,Manual,Faisalabad,White,Local,Unknown,400000.0,50000.0,1000.0,,0,Suzuki,Ravi,37
Suzuki Cultus VXRi 2008,2008,Petrol,Manual,Multan,Solid White,Local,Hatchback,1050000.0,98000.0,1000.0,,2,Suzuki,Cultus,17
Suzuki Bolan 2009,2009,Petrol,Manual,Sindh,Silver,Local,Unknown,969999.9999999999,8500.0,800.0,,0,Suzuki,Bolan,16
Suzuki Mehran 1993,1993,Petrol,Manual,Karachi,Grey,Local,Unknown,225000.0,100000.0,800.0,,0,Suzuki,Mehran,32
Toyota Land Cruiser 70 series 30th anniversary edition (facelift) 1989,1989,Petrol,Automatic,Sindh,White,Local,SUV,2350000.0,200000.0,2000.0,,10,Toyota,Land,36
Suzuki Cultus VXRi 2010,2010,Petrol,Manual,Islamabad,Silver,Local,Hatchback,1490000.0,106000.0,1000.0,,4,Suzuki,Cultus,15
Toyota Land Cruiser VX Limited 4.2D 2001,2001,Diesel,Automatic,Islamabad,Black,Imported,SUV,8900000.0,120000.0,4200.0,,11,Toyota,Land,24
Honda City 1.3 i-VTEC 2018,2018,Petrol,Manual,Islamabad,Black,Local,Sedan,3640000.0,60000.0,1300.0,,11,Honda,City,7
Toyota Land Cruiser ZX 2016,2016,Petrol,Automatic,Islamabad,White Pearl Crystal Shine,Imported,SUV,38500000.0,68000.0,4600.0,,16,Toyota,Land,9
Nissan Moco 2010,2010,Petrol,Automatic,Punjab,Beige,Imported,Unknown,1980000.0,122500.0,660.0,,10,Nissan,Moco,15
Toyota Corolla GLi 1.3 VVTi 2011,2011,Petrol,Manual,Sindh,Green,Local,Sedan,2350000.0,180000.0,1300.0,,10,Toyota,Corolla,14
Honda Civic EXi 2005,2005,Petrol,Manual,Lahore,Canyon Stone Silver Metallic,Local,Sedan,1490000.0,229000.0,1500.0,,10,Honda,Civic,20
Toyota Prado TX L Package 2.8 D 2020,2020,Diesel,Automatic,Un-Registered,Black,Imported,SUV,32500000.0,46000.0,2800.0,,15,Toyota,Prado,5
Honda City 1.3 i-VTEC Prosmatec 2019,2019,Petrol,Automatic,Sindh,Taffeta White,Local,Sedan,3850000.0,66000.0,1300.0,,11,Honda,City,6
Toyota Aqua GS 2021,2021,Hybrid,Automatic,Punjab,White,Imported,Hatchback,7100000.0,125000.0,1500.0,,11,Toyota,Aqua,4
Toyota Vitz 1.0F Safety Edition III 2018,2018,Petrol,Automatic,Punjab,Blue,Imported,Hatchback,3850000.0,78000.0,1000.0,,11,Toyota,Vitz,7
Hyundai Santro Exec 2004,2004,Petrol,Manual,Sindh,Grey,Local,Hatchback,800000.0,196000.0,1000.0,,7,Hyundai,Santro,21
Daihatsu Charade CX 1988,1988,Petrol,Manual,Sindh,White,Imported,Hatchback,480000.0,220000.0,1000.0,,2,Daihatsu,Charade,37
Toyota Corolla Altis Cruisetronic 1.6 2012,2012,Petrol,Automatic,Lahore,Unlisted,Local,Sedan,3300000.0,190.0,1600.0,,15,Toyota,Corolla,13
Suzuki Wagon R VXR 2018,2018,Petrol,Manual,Lahore,Grey,Local,Hatchback,2130000.0,89000.0,1000.0,,7,Suzuki,Wagon,7
Toyota Aqua G 2014,2014,Hybrid,Automatic,Sindh,Black Mica,Imported,Hatchback,3650000.0,180000.0,1500.0,,10,Toyota,Aqua,11
Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,Petrol,Automatic,Islamabad,Crystal Black,Local,Sedan,6350000.0,68000.0,1800.0,,14,Honda,Civic,5
Daihatsu Charade CX 1991,1991,Petrol,Manual,Punjab,White,Imported,Hatchback,290000.0,120000.0,1000.0,,2,Daihatsu,Charade,34
Suzuki Cultus VXR 2006,2006,Petrol,Manual,Lahore,Silver,Local,Hatchback,1000000.0,10000.0,1000.0,,5,Suzuki,Cultus,19
Honda City i-DSI 2006,2006,Petrol,Manual,Faisalabad,Black,Local,Sedan,1750000.0,255555.0,1300.0,,7,Honda,City,19
Suzuki Mehran VXR Euro II 2015,2015,Petrol,Manual,Karachi,Solid White,Local,Hatchback,1000000.0,100000.0,796.0,,6,Suzuki,Mehran,10
Honda City 1.3 i-VTEC 2019,2019,Petrol,Manual,Punjab,White,Imported,Sedan,3790000.0,61000.0,1300.0,,13,Honda,City,6
Daihatsu Mira ES 2017,2017,Petrol,Automatic,Punjab,Black,Imported,Hatchback,2475000.0,85000.0,660.0,,11,Daihatsu,Mira,8
Suzuki Bolan VX 2009,2009,Petrol,Manual,Karachi,Solid White,Local,Mini Van,980000.0000000001,8000.0,800.0,,1,Suzuki,Bolan,16
Suzuki Every VXR 2024,2024,Petrol,Manual,Sindh,Silky Silver,Local,Micro Van,2920000.0,6000.0,660.0,,9,Suzuki,Every,1
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,2021,Petrol,Automatic,Karachi,Attitude Black,Local,Sedan,5750000.0,36000.0,1800.0,,14,Toyota,Corolla,4
BYD Atto 3 Advance 2025,2025,Electric,Automatic,Un-Registered,Ski White,Local,Crossover,9200000.0,50.0,,49.92,22,BYD,Atto,0
Suzuki Alto VXR 2021,2021,Petrol,Manual,Islamabad,Pearl Black,Local,Hatchback,2500000.0,65000.0,660.0,,9,Suzuki,Alto,4
Mitsubishi Lancer GLX 1.3 2005,2005,Petrol,Manual,Lahore,Black,Local,Sedan,2075000.0,173000.0,1300.0,,11,Mitsubishi,Lancer,20
Toyota Corolla Altis Grande CVT-i 1.8 2018,2018,Petrol,Automatic,Sindh,Super white,Local,Sedan,5650000.0,20000.0,1800.0,,21,Toyota,Corolla,7
Toyota Fortuner 2.8 Sigma 4 2021,2021,Diesel,Automatic,Punjab,Super White,Local,SUV,17000000.0,30000.0,2800.0,,14,Toyota,Fortuner,4
Toyota C-HR G-LED 2018,2018,Hybrid,Automatic,Sindh,Black,Imported,Crossover,7600000.0,60000.0,1800.0,,13,Toyota,C-HR,7
Toyota Yaris Sedan GLI MT 1.3 2023,2023,Petrol,Manual,Un-Registered,Super White,Local,Sedan,4500000.0,72000.0,1300.0,,13,Toyota,Yaris,2
Toyota Corolla GLi 1.3 VVTi 2010,2010,Petrol,Manual,Lahore,Silver,Local,Sedan,2590000.0,275000.0,1300.0,,9,Toyota,Corolla,15
Suzuki Wagon R VXL 2018,2018,Petrol,Manual,Lahore,Grey,Local,Hatchback,2075000.0,89000.0,1000.0,,9,Suzuki,Wagon,7
Suzuki Alto VXR 2024,2024,Petrol,Manual,Lahore,White,Local,Hatchback,2880000.0,16500.0,660.0,,7,Suzuki,Alto,1
Suzuki Baleno 2008,2008,Petrol,Manual,Sindh,Silver,Local,Unknown,1100000.0,150000.0,1300.0,,4,Suzuki,Baleno,17
BMW Z4 2003,2003,Petrol,Automatic,Islamabad,White,Imported,Unknown,7500000.0,115000.0,3000.0,,17,BMW,Z4,22
Haval H6 HEV 2025,2025,Hybrid,Automatic,Faisalabad,Diamond Black,Local,SUV,12700000.0,12.0,1500.0,,13,Haval,H6,0
Toyota Corolla GLi 1.3 VVTi 2010,2010,Petrol,Manual,Lahore,Gold,Local,Sedan,2600000.0,160000.0,1300.0,,9,Toyota,Corolla,15
Subaru Pleo A 2000,2000,Petrol,Automatic,Sindh,White,Imported,Hatchback,1100000.0,100000.0,660.0,,4,Subaru,Pleo,25
Suzuki Wagon R Stingray T 2014,2014,Petrol,Automatic,Punjab,Black,Imported,Hatchback,2495000.0,98000.0,660.0,,13,Suzuki,Wagon,11
Honda Civic VTi Oriel 1.8 i-VTEC 2006,2006,Petrol,Manual,Sindh,Green,Local,Sedan,2000000.0,165000.0,1800.0,,13,Honda,Civic,19
Toyota Fortuner 2.8 Sigma 4 2021,2021,Diesel,Automatic,Sindh,White,Local,SUV,15200000.0,77000.0,2800.0,,16,Toyota,Fortuner,4
Honda Civic EXi 1996,1996,Petrol,Manual,Sindh,Red,Local,Sedan,800000.0,100000.0,1500.0,,7,Honda,Civic,29
KIA Sportage FWD 2019,2019,Petrol,Automatic,Karachi,White,Local,Crossover,5750000.0,83000.0,2000.0,,14,KIA,Sportage,6
Suzuki Mehran VX 2004,2004,Petrol,Manual,Rawalpindi,Snow White Pearl,Local,Hatchback,850000.0,100000.0,800.0,,2,Suzuki,Mehran,21
Toyota Vitz F 1.0 2014,2014,Petrol,Automatic,Sindh,Red,Imported,Hatchback,2750000.0,117000.0,1000.0,,12,Toyota,Vitz,11
Suzuki Swift GL Manual 2023,2023,Petrol,Manual,Karachi,Solid White,Local,Hatchback,3940000.0,28000.0,1200.0,,12,Suzuki,Swift,2
Suzuki Margalla 1997,1997,Petrol,Manual,Lahore,Grey,Local,Unknown,940000.0,87376.0,1300.0,,0,Suzuki,Margalla,28
Daihatsu Mira Custom RS 2007,2007,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,1780000.0,14633.0,660.0,,12,Daihatsu,Mira,18
Suzuki Mehran VXR (CNG) 2011,2011,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,900000.0,24697.0,800.0,,6,Suzuki,Mehran,14
Honda Civic Turbo 1.5 VTEC CVT 2016,2016,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,5300000.0,105000.0,1500.0,,16,Honda,Civic,9
Daihatsu Cuore CX Ecomatic 2009,2009,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,1350000.0,80000.0,800.0,,3,Daihatsu,Cuore,16
Honda Civic VTi 1.6 1998,1998,Petrol,Automatic,Sindh,White,Local,Sedan,1100000.0,40000.0,1600.0,,9,Honda,Civic,27
Honda Civic VTi Prosmatec 1.8 i-VTEC 2011,2011,Petrol,Automatic,Sindh,Crystal Black,Local,Sedan,2680000.0,96000.0,1800.0,,11,Honda,Civic,14
Chevrolet Exclusive LS 0.8 2005,2005,Petrol,Manual,Punjab,Black,Local,Hatchback,1050000.0,99000.0,800.0,,8,Chevrolet,Exclusive,20
Toyota Belta X Business A Package 1.3 2005,2005,Petrol,Automatic,Islamabad,Silver Metallic,Imported,Sedan,2200000.0,133192.0,1300.0,,11,Toyota,Belta,20
Daihatsu Mira X SA lll 2022,2022,Petrol,Automatic,Un-Registered,Silver,Imported,Hatchback,3575000.0,70000.0,660.0,,12,Daihatsu,Mira,3
Honda Vezel e-HEV Z 2021,2021,Hybrid,Automatic,Un-Registered,Platinum White Pearl,Imported,Crossover,9300000.0,32000.0,1500.0,,16,Honda,Vezel,4
Toyota Vitz F 1.0 2011,2011,Petrol,Automatic,Lahore,Rose,Imported,Hatchback,2525000.0,149000.0,1000.0,,14,Toyota,Vitz,14
Toyota Corolla GLi 1.3 VVTi 2015,2015,Petrol,Manual,Lahore,Silver Metallic,Local,Sedan,3175000.0,250000.0,1300.0,,12,Toyota,Corolla,10
Toyota Corolla GLi Automatic 1.3 VVTi 2019,2019,Petrol,Automatic,Lahore,Attitude Black,Local,Sedan,4450000.0,76000.0,1300.0,,11,Toyota,Corolla,6
Toyota Corolla Altis X Automatic 1.6 2021,2021,Petrol,Automatic,Abbottabad,Super White,Local,Sedan,5700000.0,16900.0,1598.0,,14,Toyota,Corolla,4
Suzuki Alto VXR 2023,2023,Petrol,Manual,Islamabad,Solid White,Local,Hatchback,2800000.0,31000.0,660.0,,7,Suzuki,Alto,2
Toyota Corolla Altis SR Cruisetronic 1.8 2010,2010,Petrol,Automatic,Lahore,Silver,Local,Sedan,2900000.0,200000.0,1800.0,,19,Toyota,Corolla,15
Suzuki Swift DLX 1.3 2014,2014,Petrol,Manual,Islamabad,Solid White,Local,Hatchback,2420000.0,81000.0,1300.0,,11,Suzuki,Swift,11
Toyota Land Cruiser 1984,1984,Diesel,Manual,Lahore,Dark Green,Imported,Unknown,2500000.0,10000.0,2500.0,,0,Toyota,Land,41
Suzuki Cultus VXR 2004,2004,Petrol,Manual,Punjab,White,Local,Hatchback,775000.0,123456.0,1000.0,,9,Suzuki,Cultus,21
Honda Vezel Hybrid Z Honda Sensing  2016,2016,Hybrid,Automatic,Islamabad,White,Imported,Crossover,5800000.0,180000.0,1500.0,,15,Honda,Vezel,9
Suzuki Mehran VXR 2012,2012,Petrol,Manual,Punjab,Black,Local,Hatchback,799000.0,114000.0,800.0,,2,Suzuki,Mehran,13
Suzuki Wagon R Hybrid FZ 2024,2024,Hybrid,Automatic,Islamabad,Silver,Imported,Hatchback,3900000.0,12000.0,660.0,,12,Suzuki,Wagon,1
Honda N Box Slash G L Package 2025,2025,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,3650000.0,381.0,660.0,,10,Honda,N,0
Daihatsu Mira ES 2013,2013,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,2380000.0,121000.0,660.0,,11,Daihatsu,Mira,12
Suzuki Mehran VXR Euro II 2014,2014,Petrol,Manual,Punjab,White,Local,Hatchback,1080000.0,90000.0,800.0,,2,Suzuki,Mehran,11
Suzuki Cultus VXL 2019,2019,Petrol,Manual,Punjab,White,Local,Hatchback,2850000.0,70000.0,1000.0,,12,Suzuki,Cultus,6
Suzuki Cultus VXR 2019,2019,Petrol,Manual,Sindh,Silky Silver,Local,Hatchback,2800000.0,250000.0,1000.0,,10,Suzuki,Cultus,6
Suzuki Cultus 2011,2011,Petrol,Manual,Karachi,Grey,Local,Unknown,1250000.0,100000.0,1000.0,,7,Suzuki,Cultus,14
Suzuki Alto VXL AGS 2019,2019,Petrol,Automatic,Lahore,Solid White,Local,Hatchback,2650000.0,30303.0,660.0,,9,Suzuki,Alto,6
Mitsubishi Lancer 1986,1986,Petrol,Manual,Karachi,Sky Blue,Imported,Unknown,800000.0,250000.0,1300.0,,1,Mitsubishi,Lancer,39
Toyota Prado TX 2.7 2005,2005,Petrol,Automatic,Sindh,Silver Metallic,Imported,SUV,7200000.0,110000.0,2700.0,,13,Toyota,Prado,20
Suzuki FX GA 1988,1988,Petrol,Manual,Islamabad,Dark Blue,Local,Hatchback,390000.0,30000.0,800.0,,0,Suzuki,FX,37
Suzuki Mehran VX Euro II Limited Edition 2018,2018,Petrol,Manual,Sindh,Graphite Grey,Local,Hatchback,1375000.0,100000.0,796.0,,4,Suzuki,Mehran,7
Toyota Corolla GLi 1.3 VVTi 2013,2013,Petrol,Manual,Lahore,Gun Metallic,Local,Sedan,3450000.0,115000.0,1300.0,,13,Toyota,Corolla,12
Toyota Corolla 2000,2000,Petrol,Manual,Adda jahan khan,Silver,Imported,Unknown,1900000.0,160000.0,1600.0,,7,Toyota,Corolla,25
Suzuki Khyber GA 1997,1997,Petrol,Manual,Gujranwala,Grey,Local,Hatchback,660000.0,16550.0,1000.0,,4,Suzuki,Khyber,28
Hyundai Sonata 2.5 2021,2021,Petrol,Automatic,Islamabad,White,Local,Sedan,9100000.0,39000.0,2500.0,,13,Hyundai,Sonata,4
Suzuki Bolan VX Euro II 2014,2014,Petrol,Manual,Punjab,Silky Silver,Local,Van,1120000.0,72000.0,800.0,,2,Suzuki,Bolan,11
Daihatsu Boon 1.0 CL 2006,2006,Petrol,Automatic,Sindh,Silver,Imported,Hatchback,2125000.0,93000.0,1000.0,,11,Daihatsu,Boon,19
Toyota Corolla XE 2000,2000,Petrol,Manual,Lahore,White,Local,Sedan,1600000.0,98592.0,1300.0,,4,Toyota,Corolla,25
Toyota Corolla XLi VVTi 2013,2013,Petrol,Manual,Lahore,White,Local,Sedan,2750000.0,344450.0,1300.0,,6,Toyota,Corolla,12
Toyota Hilux Revo V Automatic 3.0  2017,2017,Diesel,Automatic,Sindh,Graphite,Local,Double Cabin,8800000.0,150000.0,3000.0,,16,Toyota,Hilux,8
Honda Civic VTi Prosmatec 1.8 i-VTEC 2008,2008,Petrol,Automatic,Karachi,Black,Local,Sedan,1895000.0,87000.0,1800.0,,14,Honda,Civic,17
Honda Vezel Hybrid RS Honda Sensing  2019,2019,Hybrid,Automatic,Un-Registered,White Orchid Pearl,Imported,Crossover,9500000.0,78000.0,1500.0,,13,Honda,Vezel,6
Suzuki Mehran VX 2000,2000,Petrol,Manual,Lahore,Gray Metallic,Local,Hatchback,720000.0,45000.0,800.0,,0,Suzuki,Mehran,25
Suzuki Alto VXR 2024,2024,Petrol,Manual,Rawalpindi,White,Local,Hatchback,2880000.0,17000.0,660.0,,7,Suzuki,Alto,1
Honda Civic VTi Prosmatec 1.8 i-VTEC 2011,2011,Petrol,Automatic,Lahore,Crystal Black,Local,Sedan,2425000.0,115000.0,1800.0,,11,Honda,Civic,14
Toyota Hilux D-4D Automatic 2007,2007,Diesel,Automatic,Sindh,Black,Local,Double Cabin,5000000.0,253000.0,3000.0,,10,Toyota,Hilux,18
Suzuki Mehran VXR Euro II 2013,2013,Petrol,Manual,Peshawar,Solid White,Local,Hatchback,1220000.0,98950.0,796.0,,4,Suzuki,Mehran,12
Honda Civic EXi Prosmatec 2005,2005,Petrol,Automatic,Islamabad,Grey,Local,Sedan,1580000.0,100000.0,1500.0,,8,Honda,Civic,20
Porsche Taycan 4S 2024,2024,Electric,Automatic,Un-Registered,Black,Imported,Sedan,55000000.0,3000.0,,93.0,21,Porsche,Taycan,1
